   r (kpc/h)    Vrot   N(i)  Vrot(measured)   %error        Vcirc       Vc%error       vphirms/vphirm_th Vr_rms/Vr_rms_th   Vz_rms/Vz_rms_th  
    7.18760  215.57133   21.00000  218.24925   -0.01242  218.62619    0.00000    1.19386    1.05598    1.01624
    7.19040  215.58398   21.00000  215.72102   -0.00064  218.63632    0.00000    0.86519    0.89190    1.03494
    7.19320  215.59671   21.00000  217.71559   -0.00983  218.64641    0.00000    1.06312    0.84915    0.88757
    7.19600  215.60938   21.00000  211.20854    0.02041  218.65648    0.00000    0.76153    0.91940    1.07148
    7.19880  215.62195   21.00000  218.81116   -0.01479  218.66650   -0.01033    0.85940    0.90934    0.92943
    7.20160  215.63451   21.00000  220.94177   -0.02461  218.67648   -0.01033    1.10427    0.55410    1.41554
    7.20440  215.64716   21.00000  215.34476    0.00140  218.68648    0.00000    0.91207    1.22520    0.96773
    7.20720  215.65985   21.00000  216.31062   -0.00302  218.69655    0.00000    0.74130    0.78748    1.09234
    7.21000  215.67241   21.00000  212.98523    0.01246  218.70654    0.01033    0.78028    0.95472    0.97110
    7.21280  215.68488   21.00000  215.90941   -0.00104  218.71649   -0.01033    0.85767    1.17519    1.00889
    7.21560  215.69753   21.00000  215.28764    0.00190  218.72644    0.01033    0.94619    0.93445    0.99680
    7.21840  215.71004   21.00000  217.97629   -0.01051  218.73639   -0.01032    0.55037    1.12810    0.83134
    7.22120  215.72252   21.00000  214.18074    0.00715  218.74632    0.00000    0.89178    0.99521    0.82901
    7.22400  215.73505   21.00000  218.11111   -0.01101  218.75629    0.00000    0.91910    0.75729    0.83703
    7.22680  215.74770   21.00000  217.47620   -0.00801  218.76627    0.00000    1.24281    0.82376    0.90902
    7.22960  215.76004   20.00000  216.89148   -0.00524  218.77606    0.01032    0.89354    0.95828    0.98568
    7.23240  215.77254   20.00000  213.54732    0.01031  218.78595    0.00000    1.24157    0.88735    0.86437
    7.23520  215.78496   20.00000  215.70818    0.00036  218.79582    0.00000    0.95866    0.74764    0.90994
    7.23800  215.79741   20.00000  214.90437    0.00414  218.80568    0.01032    1.06563    0.56426    0.82761
    7.24080  215.80986   20.00000  218.89758   -0.01431  218.81558    0.00000    1.09805    1.04278    0.87901
    7.24360  215.82227   20.00000  213.64639    0.01008  218.82541    0.01032    1.35621    0.91490    0.99649
    7.24640  215.83467   20.00000  213.61893    0.01027  218.83521    0.00000    0.97068    0.91967    0.81874
    7.24920  215.84702   20.00000  213.72131    0.00985  218.84502    0.00000    0.78774    1.10484    0.93038
    7.25200  215.85930   20.00000  214.21257    0.00763  218.85477    0.00000    1.00403    1.05888    1.03130
    7.25480  215.87170   20.00000  210.83000    0.02336  218.86458    0.00000    0.90242    1.15239    0.98527
    7.25760  215.88412   20.00000  213.85161    0.00941  218.87442    0.00000    0.91745    0.88504    0.70198
    7.26040  215.89645   20.00000  217.23238   -0.00619  218.88420    0.00000    0.91274    0.79054    0.79308
    7.26320  215.90881   20.00000  215.22786    0.00315  218.89391    0.00000    0.82935    0.98040    0.72600
    7.26600  215.92094   20.00000  216.21902   -0.00138  218.90356    0.01031    0.95965    0.94876    0.90529
    7.26880  215.93330   20.00000  213.62540    0.01069  218.91330    0.00000    0.94964    0.89410    0.90066
    7.27160  215.94571   20.00000  213.27042    0.01239  218.92310    0.00000    0.88508    0.67541    0.84213
    7.27440  215.95784   20.00000  217.06857   -0.00514  218.93279    0.00000    1.07161    1.20864    0.66875
    7.27720  215.97017   20.00000  215.33322    0.00295  218.94247    0.00000    1.36676    1.09820    0.89109
    7.28000  215.98227   20.00000  216.28386   -0.00140  218.95210   -0.01030    0.80072    0.96354    0.89038
    7.28280  215.99455   20.00000  213.59225    0.01112  218.96176    0.00000    0.95204    0.95526    0.95899
    7.28560  216.00674   20.00000  213.39519    0.01209  218.97144   -0.01030    0.78809    1.06705    1.02815
    7.28840  216.01888   20.00000  212.29678    0.01723  218.98100    0.01030    1.10481    1.06917    1.00083
    7.29120  216.03117   20.00000  210.35196    0.02629  218.99074    0.00000    0.83770    0.68788    0.96952
    7.29400  216.04324   20.00000  220.38847   -0.02011  219.00027    0.00000    1.01613    0.98301    0.74098
    7.29680  216.05539   20.00000  211.92770    0.01910  219.00986    0.01030    1.00011    0.69424    1.10807
    7.29960  216.06755   20.00000  214.09175    0.00914  219.01944   -0.01030    1.02283    0.91622    0.69841
    7.30240  216.07971   20.00000  219.88672   -0.01762  219.02905    0.01030    0.94204    1.23365    0.65192
    7.30520  216.09177   20.00000  215.15466    0.00434  219.03859    0.00000    0.92380    0.90180    0.74751
    7.30800  216.10400   20.00000  210.69632    0.02502  219.04820    0.01030    0.82779    1.11763    1.09670
    7.31080  216.11594   20.00000  214.07764    0.00943  219.05763    0.01029    0.70948    1.05950    0.91115
    7.31360  216.12798   20.00000  214.84697    0.00593  219.06717   -0.01029    1.19139    0.83449    0.90476
    7.31640  216.14001   20.00000  216.38643   -0.00114  219.07664   -0.01029    0.80988    1.03214    0.71159
    7.31920  216.15218   20.00000  214.89128    0.00583  219.08620    0.00000    0.86135    1.08602    1.11588
    7.32200  216.16423   20.00000  215.11087    0.00487  219.09573    0.00000    1.03902    0.88856    1.35401
    7.32480  216.17624   20.00000  213.15677    0.01397  219.10518    0.01029    0.80520    0.89230    0.74244
    7.32760  216.18816   20.00000  214.51608    0.00773  219.11462    0.00000    0.84965    1.05022    0.98172
    7.33040  216.20010   20.00000  211.83884    0.02017  219.12404    0.01029    1.04608    0.78406    0.83947
    7.33320  216.21211   20.00000  214.55232    0.00768  219.13347   -0.01029    0.78585    0.96050    1.21982
    7.33600  216.22412   20.00000  216.65239   -0.00198  219.14293    0.00000    0.89132    0.94252    0.96052
    7.33880  216.23605   20.00000  217.60722   -0.00634  219.15236    0.00000    0.99823    1.19920    0.96799
    7.34160  216.24796   20.00000  219.30728   -0.01415  219.16171   -0.01028    0.87951    0.73892    0.88199
    7.34440  216.25989   20.00000  221.94113   -0.02627  219.17116    0.00000    1.27287    1.20653    0.95598
    7.34720  216.27176   20.00000  214.87021    0.00648  219.18044    0.00000    0.80442    0.99116    1.14396
    7.35000  216.28369   20.00000  212.64792    0.01681  219.18987    0.00000    0.95827    1.19752    0.73024
    7.35280  216.29558   20.00000  217.12837   -0.00385  219.19920    0.01028    1.04328    0.93308    1.37322
    7.35560  216.30746   20.00000  218.71298   -0.01112  219.20857   -0.01028    0.76254    0.86388    1.18933
    7.35840  216.31929   20.00000  217.94104   -0.00750  219.21790    0.00000    0.82804    0.69424    0.95145
    7.36120  216.33118   20.00000  218.20956   -0.00868  219.22719    0.00000    0.99482    0.92992    1.00963
    7.36400  216.34293   20.00000  218.03470   -0.00782  219.23647   -0.01028    0.92473    1.10479    0.91197
    7.36680  216.35483   20.00000  214.86292    0.00690  219.24580    0.01028    0.91954    0.81146    0.85317
    7.36960  216.36661   20.00000  214.43204    0.00894  219.25505    0.00000    1.00306    0.75030    0.71560
    7.37240  216.37833   20.00000  220.56625   -0.01935  219.26434    0.00000    1.00605    0.84352    1.24755
    7.37520  216.39018   20.00000  221.87590   -0.02535  219.27362    0.00000    0.78725    1.25845    0.85908
    7.37800  216.40186   20.00000  212.75537    0.01685  219.28279    0.01027    0.91365    0.93603    1.00991
    7.38080  216.41362   20.00000  216.64310   -0.00106  219.29205   -0.01027    1.03069    0.80137    1.04962
    7.38360  216.42529   20.00000  218.62090   -0.01014  219.30125   -0.01027    0.93932    0.71550    0.90695
    7.38640  216.43704   20.00000  214.96829    0.00679  219.31047   -0.01027    0.96659    0.73412    1.07245
    7.38920  216.44890   20.00000  216.03142    0.00193  219.31975    0.01027    0.99425    0.88771    1.09760
    7.39200  216.46045   20.00000  213.81888    0.01220  219.32883    0.00000    0.80527    0.94582    1.14879
    7.39480  216.47212   20.00000  215.45987    0.00468  219.33797   -0.01027    1.37541    1.15168    0.96271
    7.39760  216.48386   20.00000  215.40536    0.00498  219.34717    0.00000    1.19382    0.78712    0.68248
    7.40040  216.49544   20.00000  214.06189    0.01124  219.35629    0.00000    1.01327    1.19056    1.05750
    7.40320  216.50716   20.00000  223.24377   -0.03112  219.36549   -0.01027    1.02745    0.72530    1.11281
    7.40600  216.51871   20.00000  214.11052    0.01112  219.37454    0.01026    0.75699    0.88871    1.00166
    7.40880  216.53035   20.00000  216.75513   -0.00104  219.38367    0.00000    0.92641    0.91362    0.81363
    7.41160  216.54187   20.00000  213.24631    0.01522  219.39276    0.01026    0.68496    0.75940    1.05603
    7.41440  216.55354   20.00000  213.86792    0.01240  219.40189    0.01026    0.94996    0.67115    1.12435
    7.41720  216.56509   20.00000  213.28430    0.01515  219.41096    0.01026    0.86222    0.97711    1.16037
    7.42000  216.57671   20.00000  217.27344   -0.00322  219.42006    0.01026    1.19779    0.86967    1.12852
    7.42280  216.58821   20.00000  217.35049   -0.00352  219.42905   -0.01026    1.09756    1.02012    1.01852
    7.42560  216.59970   20.00000  217.30563   -0.00326  219.43810   -0.01026    1.04973    0.72061    0.99880
    7.42840  216.61121   20.00000  219.51517   -0.01341  219.44705    0.01026    1.13579    1.01061    0.80735
    7.43120  216.62276   20.00000  214.26114    0.01090  219.45613    0.01026    1.04289    1.00684    1.01013
    7.43400  216.63419   20.00000  214.46219    0.01003  219.46513    0.00000    0.80609    0.86043    0.99879
    7.43680  216.64575   20.00000  216.13736    0.00235  219.47414    0.01026    0.80969    0.97818    0.82352
    7.43960  216.65710   20.00000  219.23201   -0.01188  219.48308    0.00000    1.08091    0.75412    1.00617
    7.44240  216.66858   20.00000  218.44157   -0.00818  219.49199    0.01025    1.00666    0.85557    0.82122
    7.44520  216.67998   20.00000  216.44922    0.00107  219.50098   -0.01025    1.39725    0.77429    1.18951
    7.44800  216.69148   20.00000  211.76025    0.02276  219.50992    0.00000    1.13755    0.88058    0.81455
    7.45080  216.70291   20.00000  217.32942   -0.00289  219.51888    0.01025    0.91085    0.72178    0.65456
    7.45360  216.71428   20.00000  217.13937   -0.00196  219.52779    0.00000    1.00966    0.96709    0.79402
    7.45640  216.72563   19.00000  220.36441   -0.01679  219.53667    0.00000    0.78390    1.11462    1.15171
    7.45920  216.73700   19.00000  215.57866    0.00534  219.54552    0.00000    0.78109    1.20122    1.18122
    7.46200  216.74834   19.00000  215.96886    0.00360  219.55443   -0.01025    1.16640    1.10930    0.75351
    7.46480  216.75974   19.00000  213.72229    0.01401  219.56334    0.01025    0.91675    0.73176    0.95406
    7.46760  216.77110   19.00000  222.09135   -0.02454  219.57222    0.00000    0.91141    1.15978    0.79796
    7.47040  216.78242   19.00000  215.69089    0.00504  219.58105   -0.01025    1.13535    1.06746    1.10967
    7.47320  216.79372   19.00000  216.15700    0.00294  219.58989    0.00000    0.98034    0.85842    0.87501
    7.47600  216.80499   19.00000  220.10112   -0.01520  219.59869    0.00000    1.01444    0.79093    0.62674
    7.47880  216.81630   19.00000  213.60551    0.01481  219.60754    0.00000    0.96136    1.00383    1.02747
    7.48160  216.82756   19.00000  217.11911   -0.00134  219.61636   -0.01024    0.98665    0.86364    0.97766
    7.48440  216.83882   19.00000  214.46977    0.01093  219.62517    0.00000    0.88981    0.54558    1.01260
    7.48720  216.85002   19.00000  219.58827   -0.01263  219.63385    0.01024    0.98574    0.95085    1.02169
    7.49000  216.86128   19.00000  217.25401   -0.00181  219.64261   -0.01024    0.99358    0.96972    0.73638
    7.49280  216.87253   19.00000  218.92403   -0.00946  219.65140    0.01024    0.78685    0.93661    0.71085
    7.49560  216.88379   19.00000  211.93208    0.02283  219.66023    0.00000    0.81225    1.23103    0.84755
    7.49840  216.89502   19.00000  221.25989   -0.02012  219.66895    0.01024    1.10379    0.95124    1.23308
    7.50120  216.90620   19.00000  213.98076    0.01349  219.67769    0.00000    1.06162    0.87390    0.89763
    7.50400  216.91725   19.00000  218.38690   -0.00678  219.68634   -0.01024    0.92362    1.04232    0.82902
    7.50680  216.92845   19.00000  218.14435   -0.00561  219.69504    0.00000    1.13672    0.77035    0.85421
    7.50960  216.93958   19.00000  216.38040    0.00258  219.70375   -0.01023    0.95269    0.93178    0.91111
    7.51240  216.95064   19.00000  215.95688    0.00458  219.71239    0.00000    0.85268    1.17245    1.23954
    7.51520  216.96184   19.00000  214.64577    0.01068  219.72107    0.00000    0.82784    0.98863    0.78991
    7.51800  216.97285   19.00000  214.15604    0.01298  219.72969    0.01023    0.89614    1.09034    0.74522
    7.52080  216.98396   19.00000  221.23618   -0.01960  219.73830    0.01023    1.11264    0.88031    0.98872
    7.52360  216.99500   19.00000  209.56709    0.03423  219.74693   -0.01023    0.84153    1.25779    0.72833
    7.52640  217.00615   19.00000  217.60403   -0.00276  219.75560   -0.01023    1.03899    0.93199    0.92613
    7.52920  217.01724   19.00000  217.47826   -0.00212  219.76427    0.00000    1.20107    1.06841    0.90909
    7.53200  217.02827   19.00000  214.68239    0.01081  219.77286    0.00000    0.98952    0.68264    0.80936
    7.53480  217.03926   19.00000  214.11369    0.01348  219.78140   -0.01023    0.88745    0.94470    0.95291
    7.53760  217.05034   19.00000  216.37259    0.00312  219.78996    0.00000    1.18294    0.81106    1.01613
    7.54040  217.06123   19.00000  215.99185    0.00493  219.79851   -0.01023    1.17232    1.28121    1.22859
    7.54320  217.07237   19.00000  220.59015   -0.01621  219.80714    0.00000    0.88469    0.77810    1.02759
    7.54600  217.08324   19.00000  217.19202   -0.00050  219.81558    0.00000    1.08954    1.04043    1.03602
    7.54880  217.09421   19.00000  218.17642   -0.00498  219.82411   -0.01022    1.00930    1.12003    1.02156
    7.55160  217.10513   19.00000  218.61945   -0.00697  219.83267   -0.01022    1.16942    0.69424    0.77950
    7.55440  217.11603   19.00000  218.34241   -0.00565  219.84113    0.00000    1.01718    1.14511    0.91272
    7.55720  217.12700   19.00000  218.67612   -0.00713  219.84966    0.00000    0.79890    1.00398    0.79890
    7.56000  217.13799   19.00000  220.22693   -0.01423  219.85818   -0.01022    0.73963    0.92296    0.90717
    7.56280  217.14888   19.00000  214.39519    0.01268  219.86665   -0.01022    1.15514    0.97300    0.96929
    7.56560  217.15982   19.00000  219.29120   -0.00981  219.87512   -0.01022    1.08750    0.75520    0.75217
    7.56840  217.17052   19.00000  216.41106    0.00350  219.88347    0.00000    1.03455    1.11720    1.10599
    7.57120  217.18149   19.00000  215.64717    0.00706  219.89198    0.00000    0.81772    1.01040    1.06069
