   r (kpc/h)    Vrot   N(i)  Vrot(measured)   %error        Vcirc       Vc%error       vphirms/vphirm_th Vr_rms/Vr_rms_th   Vz_rms/Vz_rms_th  
    6.43720  211.61572   24.00000  213.94763   -0.01102  215.40657   -0.01065    0.99292    0.91695    1.04604
    6.44000  211.63274   24.00000  208.88356    0.01299  215.42072    0.01064    1.25019    0.89348    0.81705
    6.44280  211.64980   24.00000  212.36812   -0.00339  215.43489   -0.01064    0.73282    0.68951    0.89017
    6.44560  211.66667   24.00000  209.54230    0.01004  215.44899   -0.01064    1.09717    0.95756    1.28334
    6.44840  211.68367   24.00000  214.82478   -0.01484  215.46303    0.00000    0.77542    0.88123    1.00203
    6.45120  211.70050   24.00000  214.43761   -0.01293  215.47708   -0.01064    0.54040    0.69886    0.98323
    6.45400  211.71747   24.00000  211.86391   -0.00069  215.49110    0.00000    1.12743    0.81984    1.11682
    6.45680  211.73430   24.00000  213.91869   -0.01032  215.50516    0.00000    1.06094    0.90522    0.88043
    6.45960  211.75127   24.00000  210.24431    0.00712  215.51918    0.00000    1.03141    0.99722    0.96886
    6.46240  211.76808   24.00000  213.48119   -0.00809  215.53319    0.00000    0.84426    1.01318    1.16789
    6.46520  211.78496   24.00000  214.01558   -0.01053  215.54715    0.00000    1.02212    0.94943    1.04329
    6.46800  211.80171   24.00000  208.89500    0.01372  215.56102   -0.01063    0.79883    1.10813    1.19730
    6.47080  211.81847   24.00000  211.52757    0.00137  215.57495   -0.01063    1.36597    0.99928    0.95551
    6.47360  211.83525   24.00000  211.21593    0.00292  215.58893    0.00000    0.86687    1.11732    1.02990
    6.47640  211.85219   24.00000  216.29637   -0.02098  215.60289    0.00000    1.03259    1.12549    0.99604
    6.47920  211.86890   24.00000  216.93172   -0.02390  215.61679   -0.01063    0.90465    0.95577    0.76355
    6.48200  211.88557   24.00000  206.86749    0.02368  215.63057    0.00000    0.87003    0.92785    0.98654
    6.48480  211.90227   24.00000  215.66937   -0.01778  215.64438    0.01062    1.27144    1.20718    0.82518
    6.48760  211.91890   24.00000  209.76427    0.01017  215.65822    0.00000    1.00779    0.69455    0.82651
    6.49040  211.93567   24.00000  212.18529   -0.00118  215.67209    0.00000    0.96274    0.76135    1.12947
    6.49320  211.95238   24.00000  214.67816   -0.01286  215.68594    0.00000    0.92997    0.82138    1.21889
    6.49600  211.96906   24.00000  220.63013   -0.04086  215.69974    0.01062    0.88240    1.06395    0.77007
    6.49880  211.98543   24.00000  212.71600   -0.00345  215.71339   -0.01062    0.84415    0.81844    0.84400
    6.50160  212.00208   24.00000  213.82526   -0.00860  215.72708    0.01061    1.09733    0.71017    0.96841
    6.50440  212.01869   24.00000  214.75374   -0.01290  215.74086    0.00000    1.02924    1.04555    1.17046
    6.50720  212.03522   24.00000  214.04704   -0.00949  215.75462    0.00000    0.79247    0.92015    0.88533
    6.51000  212.05180   24.00000  209.75752    0.01082  215.76834   -0.01061    0.93728    0.72660    1.18364
    6.51280  212.06847   24.00000  208.51288    0.01677  215.78207   -0.01061    0.92654    1.02279    1.19789
    6.51560  212.08490   24.00000  212.44133   -0.00168  215.79573   -0.01061    0.89014    0.76009    1.24814
    6.51840  212.10138   24.00000  208.93703    0.01492  215.80925    0.01061    0.91566    1.03121    0.97922
    6.52120  212.11781   24.00000  209.27074    0.01342  215.82294    0.00000    0.93008    1.26306    0.95232
    6.52400  212.13440   24.00000  214.13737   -0.00944  215.83662   -0.01060    0.96331    1.10316    0.88553
    6.52680  212.15083   24.00000  210.20070    0.00919  215.85027    0.01060    0.85775    1.04173    0.91631
    6.52960  212.16711   24.00000  212.71930   -0.00260  215.86371    0.00000    0.88895    1.03631    0.87304
    6.53240  212.18346   24.00000  213.16188   -0.00461  215.87723   -0.01060    1.10002    0.58319    0.93206
    6.53520  212.20001   24.00000  216.58617   -0.02067  215.89084    0.01060    1.46870    0.97630    0.86866
    6.53800  212.21638   24.00000  215.61543   -0.01602  215.90440    0.00000    1.19046    1.01198    0.94013
    6.54080  212.23274   24.00000  213.83113   -0.00753  215.91798    0.00000    1.02534    0.88106    1.04652
    6.54360  212.24907   24.00000  212.59111   -0.00161  215.93143    0.00000    0.80895    0.84898    0.84249
    6.54640  212.26534   24.00000  212.43147   -0.00078  215.94482    0.00000    0.85011    0.95005    0.87754
    6.54920  212.28168   24.00000  217.89659   -0.02645  215.95837    0.00000    0.92489    1.16236    0.80638
    6.55200  212.29796   24.00000  205.47777    0.03213  215.97177    0.00000    1.22713    1.00931    1.03561
    6.55480  212.31427   24.00000  212.25597    0.00027  215.98526    0.00000    0.96445    0.80576    1.01944
    6.55760  212.33055   24.00000  210.68512    0.00775  215.99866    0.01059    0.87192    0.85304    1.04329
    6.56040  212.34685   24.00000  211.90236    0.00209  216.01207    0.00000    1.20922    0.97353    0.88035
    6.56320  212.36292   24.00000  207.74489    0.02175  216.02544    0.01059    0.84032    0.78187    0.66584
    6.56600  212.37910   24.00000  212.04907    0.00155  216.03874    0.00000    0.98195    0.90929    0.97675
    6.56880  212.39537   24.00000  210.80586    0.00748  216.05214   -0.01058    0.76419    1.18911    0.99133
    6.57160  212.41158   24.00000  212.18236    0.00108  216.06548   -0.01058    1.11107    0.98152    0.88803
    6.57440  212.42767   24.00000  212.48810   -0.00028  216.07883    0.00000    1.05939    0.92737    1.32291
    6.57720  212.44368   24.00000  217.27925   -0.02276  216.09206    0.00000    1.01004    0.58436    0.94979
    6.58000  212.45988   24.00000  209.26331    0.01505  216.10535    0.00000    0.90418    0.83971    1.07159
    6.58280  212.47603   24.00000  212.81441   -0.00159  216.11862   -0.01058    1.15519    0.58773    1.00263
    6.58560  212.49207   23.00000  212.04486    0.00210  216.13188   -0.01057    1.18136    0.90469    1.14166
    6.58840  212.50804   23.00000  215.26328   -0.01297  216.14508    0.00000    0.70719    1.07307    0.65428
    6.59120  212.52420   23.00000  208.89563    0.01707  216.15831   -0.01057    0.73349    0.68925    1.09433
    6.59400  212.54021   23.00000  207.36453    0.02435  216.17152    0.01057    0.68954    1.19446    1.03990
    6.59680  212.55615   23.00000  217.23108   -0.02199  216.18466    0.00000    0.90457    0.94779    1.00837
    6.59960  212.57210   23.00000  210.04736    0.01188  216.19781    0.01057    1.17516    0.95592    1.13774
    6.60240  212.58810   23.00000  219.50331   -0.03253  216.21098    0.00000    1.05568    0.77992    1.00068
    6.60520  212.60417   23.00000  209.25417    0.01576  216.22417    0.00000    0.92957    0.98342    0.97965
    6.60800  212.62018   23.00000  214.60220   -0.00932  216.23734    0.00000    1.10594    1.01465    0.96538
    6.61080  212.63586   23.00000  210.19743    0.01147  216.25027    0.00000    0.97097    0.83490    0.93814
    6.61360  212.65179   23.00000  213.43030   -0.00366  216.26340    0.01056    1.17463    1.00569    0.93993
    6.61640  212.66771   23.00000  212.32755    0.00160  216.27650   -0.01056    0.86520    1.01755    1.01447
    6.61920  212.68353   23.00000  214.91396   -0.01049  216.28952    0.00000    1.12998    1.31793    1.10582
    6.62200  212.69943   23.00000  216.80322   -0.01929  216.30257   -0.01056    0.82735    0.89669    0.96182
    6.62480  212.71532   23.00000  215.49866   -0.01308  216.31555    0.01056    1.15754    1.19489    0.96771
    6.62760  212.73116   23.00000  210.14452    0.01216  216.32858    0.00000    0.93718    0.99457    0.91695
    6.63040  212.74690   23.00000  208.72890    0.01889  216.34161    0.00000    0.84599    0.96580    1.04510
    6.63320  212.76271   23.00000  211.93277    0.00390  216.35457   -0.01055    0.95222    0.94281    1.20027
    6.63600  212.77859   23.00000  214.01938   -0.00583  216.36755    0.01055    0.98594    0.99691    1.00724
    6.63880  212.79420   23.00000  216.94965   -0.01953  216.38049    0.00000    1.02108    1.16053    1.10236
    6.64160  212.80995   23.00000  207.60193    0.02447  216.39336   -0.01055    1.31623    0.99541    0.90941
    6.64440  212.82562   23.00000  210.87859    0.00915  216.40623    0.00000    0.87770    0.98774    1.00596
    6.64720  212.84126   23.00000  209.91251    0.01376  216.41913   -0.01055    1.31086    0.87618    0.96341
    6.65000  212.85709   23.00000  212.49809    0.00169  216.43211   -0.01055    1.00809    1.02984    0.91238
    6.65280  212.87271   23.00000  212.96779   -0.00045  216.44492    0.00000    0.91343    0.87936    0.87479
    6.65560  212.88840   23.00000  212.35489    0.00251  216.45773   -0.01054    0.79623    0.91366    0.83243
    6.65840  212.90402   23.00000  215.85469   -0.01386  216.47060   -0.01054    0.92185    0.86226    1.06474
    6.66120  212.91959   23.00000  213.25282   -0.00157  216.48338    0.00000    0.88483    0.65965    1.03332
    6.66400  212.93515   23.00000  213.66719   -0.00344  216.49614   -0.01054    0.98013    1.05662    0.89188
    6.66680  212.95074   23.00000  214.31517   -0.00641  216.50894    0.00000    0.95148    0.89575    1.00104
    6.66960  212.96626   23.00000  211.03522    0.00907  216.52165    0.00000    0.75176    0.89310    0.85286
    6.67240  212.98198   23.00000  205.90718    0.03322  216.53447    0.00000    0.80724    0.98896    1.27612
    6.67520  212.99734   23.00000  208.19902    0.02253  216.54715    0.00000    0.85710    0.62890    0.59968
    6.67800  213.01286   23.00000  214.07155   -0.00497  216.55984   -0.01053    0.84397    0.63913    1.01444
    6.68080  213.02832   23.00000  209.58209    0.01618  216.57254    0.01053    0.87751    0.77336    0.67646
    6.68360  213.04385   23.00000  213.54993   -0.00238  216.58528    0.00000    0.94525    0.88703    1.10863
    6.68640  213.05937   23.00000  212.51903    0.00254  216.59799    0.00000    0.76960    0.92669    1.11527
    6.68920  213.07486   23.00000  212.72499    0.00164  216.61064   -0.01053    0.90915    0.86962    0.89746
    6.69200  213.09013   23.00000  215.65277   -0.01203  216.62318   -0.01053    0.80713    0.96422    1.05626
    6.69480  213.10567   23.00000  216.08076   -0.01396  216.63585    0.01053    0.92639    0.83381    1.16376
    6.69760  213.12108   23.00000  212.67242    0.00211  216.64845    0.00000    0.85082    0.96004    0.88433
    6.70040  213.13651   23.00000  210.26263    0.01348  216.66107    0.00000    1.19276    0.77807    0.96098
    6.70320  213.15176   23.00000  212.91693    0.00110  216.67358    0.00000    0.85845    1.02082    1.12648
    6.70600  213.16716   23.00000  217.66684   -0.02111  216.68613    0.00000    1.24071    0.82004    0.60781
    6.70880  213.18240   23.00000  213.85097   -0.00314  216.69862    0.01052    0.86804    0.95383    1.04825
    6.71160  213.19785   23.00000  211.40062    0.00843  216.71124   -0.01052    1.15740    0.85721    0.73758
    6.71440  213.21312   23.00000  210.78271    0.01140  216.72380   -0.01052    0.92725    0.82143    0.95065
    6.71720  213.22836   23.00000  213.76965   -0.00254  216.73627   -0.01052    0.94428    1.15115    1.04480
    6.72000  213.24374   23.00000  213.21657    0.00013  216.74879    0.01051    0.88106    0.75094    0.96688
    6.72280  213.25880   23.00000  213.59474   -0.00158  216.76112   -0.01051    1.06070    1.13644    0.97409
    6.72560  213.27405   23.00000  216.26662   -0.01403  216.77359   -0.01051    0.83839    0.83307    0.78362
    6.72840  213.28923   23.00000  211.05316    0.01048  216.78601    0.01051    0.82380    0.99049    0.63019
    6.73120  213.30463   23.00000  215.19325   -0.00885  216.79854   -0.01051    1.10312    0.86423    1.24429
    6.73400  213.31963   23.00000  215.32547   -0.00940  216.81087    0.00000    0.99725    1.07871    0.94780
    6.73680  213.33490   23.00000  213.30241    0.00015  216.82324    0.01051    1.02583    1.14585    0.80605
    6.73960  213.35014   23.00000  213.04666    0.00142  216.83569    0.00000    1.10104    1.04716    1.18246
    6.74240  213.36519   23.00000  211.10471    0.01059  216.84799    0.01051    1.05970    1.01381    0.78148
    6.74520  213.38017   23.00000  208.06029    0.02493  216.86028    0.01050    1.08039    0.81373    1.06401
    6.74800  213.39546   23.00000  208.28766    0.02394  216.87273    0.00000    1.08176    0.89935    0.95083
    6.75080  213.41037   23.00000  214.65929   -0.00585  216.88490    0.01050    0.98210    1.14143    0.86177
    6.75360  213.42549   23.00000  213.91092   -0.00227  216.89725   -0.01050    1.29554    0.77088    0.89139
    6.75640  213.44054   23.00000  216.03841   -0.01217  216.90948    0.00000    0.93108    0.75956    0.94245
    6.75920  213.45552   23.00000  211.78630    0.00782  216.92178   -0.01050    0.87901    1.08395    1.14846
    6.76200  213.47064   23.00000  212.08940    0.00647  216.93410    0.00000    0.90433    0.86036    1.08152
    6.76480  213.48564   23.00000  209.72418    0.01762  216.94630    0.01050    0.94714    0.96491    0.71192
    6.76760  213.50055   23.00000  211.91054    0.00745  216.95851    0.00000    0.88893    1.12502    1.02654
    6.77040  213.51553   23.00000  212.83279    0.00320  216.97066   -0.01049    1.03469    1.10413    0.77145
    6.77320  213.53036   23.00000  211.79805    0.00811  216.98279   -0.01049    1.11425    0.83995    1.10914
    6.77600  213.54543   23.00000  216.98111   -0.01609  216.99500    0.00000    1.11866    1.05970    0.69866
    6.77880  213.56032   23.00000  210.82158    0.01282  217.00719   -0.01049    1.25470    1.05056    0.94674
    6.78160  213.57532   23.00000  214.27139   -0.00326  217.01935    0.00000    1.22985    0.98019    1.15155
    6.78440  213.59013   23.00000  214.87051   -0.00599  217.03145    0.01049    0.78887    1.00543    1.33986
    6.78720  213.60489   23.00000  213.37247    0.00109  217.04353   -0.01049    0.97954    1.13127    1.16915
    6.79000  213.61974   23.00000  214.84436   -0.00573  217.05560   -0.01049    0.82022    1.14001    0.94127
    6.79280  213.63466   23.00000  215.62564   -0.00932  217.06769    0.00000    1.12954    1.21505    0.97051
    6.79560  213.64955   22.00000  217.50409   -0.01804  217.07986    0.00000    0.88805    0.63356    1.02855
    6.79840  213.66429   22.00000  217.34380   -0.01722  217.09183    0.01048    0.91961    0.83374    1.05491
    6.80120  213.67906   22.00000  210.72479    0.01383  217.10387    0.00000    1.00621    1.20749    1.03095
    6.80400  213.69380   22.00000  213.11703    0.00270  217.11583    0.01048    1.05497    0.97566    0.93332
    6.80680  213.70856   22.00000  210.25243    0.01617  217.12787    0.00000    0.94642    1.08172    0.65531
    6.80960  213.72330   22.00000  206.85864    0.03212  217.13985   -0.01048    0.74644    0.69079    0.89258
    6.81240  213.73808   22.00000  217.11961   -0.01582  217.15189    0.00000    1.37457    1.03112    1.02224
    6.81520  213.75279   22.00000  206.76239    0.03270  217.16380    0.00000    0.92913    1.11458    0.96179
    6.81800  213.76753   22.00000  208.27960    0.02567  217.17574    0.01047    0.82210    0.99392    1.30403
    6.82080  213.78217   22.00000  218.46178   -0.02189  217.18761    0.00000    1.02119    0.94089    1.09389
    6.82360  213.79672   22.00000  210.65161    0.01471  217.19952    0.00000    1.01939    0.80124    1.02604
    6.82640  213.81146   22.00000  212.15367    0.00775  217.21152   -0.01047    0.84516    0.83863    1.14697
    6.82920  213.82617   22.00000  211.72110    0.00984  217.22342    0.00000    1.05792    0.96997    1.05344
    6.83200  213.84067   22.00000  215.78099   -0.00907  217.23521    0.00000    0.67632    0.73664    0.90456
    6.83480  213.85529   22.00000  215.42778   -0.00735  217.24701    0.01047    0.86752    0.80775    0.99274
    6.83760  213.86993   22.00000  219.42403   -0.02597  217.25893   -0.01047    0.96329    0.99936    0.92703
    6.84040  213.88446   22.00000  214.85909   -0.00456  217.27077    0.01046    0.98119    0.96049    0.81864
    6.84320  213.89906   22.00000  214.91905   -0.00477  217.28259    0.00000    0.84098    1.09673    0.87510
    6.84600  213.91356   22.00000  218.33815   -0.02068  217.29439    0.00000    0.91431    0.98046    1.28148
    6.84880  213.92802   22.00000  217.01808   -0.01444  217.30611    0.00000    1.32068    0.96095    0.86215
    6.85160  213.94254   22.00000  212.38687    0.00727  217.31784   -0.01046    0.93731    0.93664    1.12260
    6.85440  213.95702   22.00000  214.63451   -0.00317  217.32959    0.01046    0.82194    1.10022    0.81152
    6.85720  213.97144   22.00000  208.29625    0.02652  217.34134    0.00000    1.06764    1.00407    0.98879
    6.86000  213.98602   22.00000  213.61836    0.00172  217.35313    0.00000    0.72222    1.03748    0.80371
    6.86280  214.00043   22.00000  214.46071   -0.00215  217.36478    0.01046    0.85596    0.88771    0.93006
    6.86560  214.01485   22.00000  212.51259    0.00702  217.37645    0.00000    1.14997    1.01043    0.95751
    6.86840  214.02924   22.00000  218.23383   -0.01964  217.38812    0.00000    1.02396    1.08330    1.19754
    6.87120  214.04359   22.00000  214.00713    0.00017  217.39980    0.00000    0.84961    1.36247    0.81722
    6.87400  214.05800   22.00000  219.60689   -0.02592  217.41147    0.01045    0.94739    1.02364    0.95911
    6.87680  214.07236   22.00000  215.85216   -0.00831  217.42311    0.00000    0.94353    0.80302    0.94176
    6.87960  214.08669   22.00000  214.46768   -0.00178  217.43472   -0.01045    1.07363    1.11812    0.72414
    6.88240  214.10106   22.00000  212.20210    0.00887  217.44629    0.00000    0.68126    0.99845    1.18751
    6.88520  214.11533   22.00000  213.43810    0.00316  217.45784    0.00000    0.90724    0.63375    1.18423
    6.88800  214.12955   22.00000  219.02162   -0.02285  217.46944   -0.01045    1.17836    0.73931    1.13308
    6.89080  214.14391   22.00000  214.37140   -0.00106  217.48106    0.01044    1.10869    0.86888    1.01955
    6.89360  214.15819   22.00000  210.69341    0.01618  217.49260    0.01044    0.77126    0.93559    0.94653
    6.89640  214.17247   22.00000  219.40587   -0.02444  217.50409    0.01044    1.00580    1.01750    0.96145
    6.89920  214.18661   22.00000  213.96019    0.00106  217.51558    0.01044    0.79815    1.03794    0.80121
    6.90200  214.20084   22.00000  219.60904   -0.02525  217.52705    0.01044    0.80282    1.22094    1.07978
    6.90480  214.21495   22.00000  214.28096   -0.00031  217.53856   -0.01044    0.99584    1.03745    0.62046
    6.90760  214.22925   22.00000  214.78798   -0.00261  217.55011    0.00000    1.01306    1.18498    0.85111
    6.91040  214.24355   22.00000  217.02757   -0.01299  217.56155    0.01044    0.82445    0.84424    0.81895
    6.91320  214.25755   22.00000  215.42731   -0.00546  217.57294    0.00000    0.93572    0.85195    1.03341
    6.91600  214.27164   22.00000  213.06439    0.00563  217.58432    0.00000    0.89930    0.94017    0.87727
    6.91880  214.28578   22.00000  219.31831   -0.02349  217.59570    0.00000    1.02435    0.96292    1.26693
    6.92160  214.29990   22.00000  217.10805   -0.01310  217.60716   -0.01043    1.17514    1.18700    0.95433
    6.92440  214.31396   22.00000  212.66969    0.00767  217.61856    0.00000    1.11219    0.98249    0.83756
    6.92720  214.32811   22.00000  212.57036    0.00820  217.62990    0.00000    0.68888    0.59548    0.95025
    6.93000  214.34215   22.00000  209.46036    0.02278  217.64125   -0.01043    1.02683    0.56731    1.04668
    6.93280  214.35619   22.00000  209.12457    0.02441  217.65260    0.00000    0.83743    0.90941    0.98568
    6.93560  214.37016   22.00000  214.75362   -0.00179  217.66393    0.00000    0.81029    0.87146    0.89292
    6.93840  214.38423   22.00000  217.18146   -0.01305  217.67525    0.00000    1.09573    1.04835    0.96588
    6.94120  214.39824   22.00000  217.96498   -0.01664  217.68658    0.00000    0.88965    1.09576    0.98209
    6.94400  214.41211   22.00000  207.71436    0.03124  217.69780   -0.01042    0.90966    0.62066    0.65965
    6.94680  214.42618   22.00000  212.92360    0.00701  217.70911    0.01042    1.28318    1.19954    1.41800
    6.94960  214.44008   22.00000  216.57040   -0.00993  217.72032    0.00000    0.71888    0.71859    1.12692
    6.95240  214.45406   22.00000  214.49506   -0.00019  217.73160   -0.01042    0.94215    0.99457    0.97662
    6.95520  214.46802   22.00000  216.80742   -0.01091  217.74286    0.00000    1.13040    1.09077    0.76887
    6.95800  214.48193   22.00000  212.47081    0.00938  217.75403   -0.01042    0.99964    0.98325    1.25032
    6.96080  214.49583   22.00000  213.95049    0.00254  217.76521    0.01042    1.01536    0.90687    1.17525
    6.96360  214.50957   22.00000  212.11298    0.01117  217.77632    0.01042    0.80325    1.11524    0.89012
    6.96640  214.52350   22.00000  214.12596    0.00185  217.78751   -0.01041    0.82950    1.04402    0.88742
    6.96920  214.53737   22.00000  216.27716   -0.00811  217.79869    0.00000    1.30543    1.08634    0.77257
    6.97200  214.55112   22.00000  216.38556   -0.00855  217.80983   -0.01041    0.90959    0.88574    1.12515
    6.97480  214.56503   22.00000  217.31773   -0.01283  217.82092    0.00000    0.82877    1.10099    1.02861
    6.97760  214.57877   22.00000  215.31444   -0.00343  217.83206    0.00000    0.76356    0.93359    0.85592
    6.98040  214.59259   22.00000  212.64484    0.00908  217.84312    0.01041    1.00318    0.69046    0.84174
    6.98320  214.60634   22.00000  213.53839    0.00498  217.85426   -0.01041    1.02061    1.13595    0.69827
    6.98600  214.62010   22.00000  215.36305   -0.00346  217.86528    0.01041    0.84481    0.87791    0.87239
    6.98880  214.63390   22.00000  216.75417   -0.00988  217.87642    0.01041    1.11943    1.01171    0.98328
    6.99160  214.64751   22.00000  217.06903   -0.01128  217.88742    0.00000    1.05866    1.02080    1.01540
    6.99440  214.66124   22.00000  215.10909   -0.00209  217.89841   -0.01040    1.05191    0.82094    0.92281
    6.99720  214.67496   22.00000  215.70308   -0.00479  217.90945    0.00000    0.93431    0.93355    0.96906
    7.00000  214.68866   22.00000  215.04005   -0.00164  217.92047    0.01040    0.92585    1.01149    0.77873
    7.00280  214.70238   22.00000  215.74193   -0.00484  217.93144    0.00000    1.01545    0.71973    0.92640
    7.00560  214.71606   22.00000  213.74579    0.00452  217.94247   -0.01040    0.97761    1.07292    0.71825
    7.00840  214.72968   21.00000  209.41290    0.02476  217.95340    0.00000    0.76902    1.03364    1.19724
    7.01120  214.74326   21.00000  210.45840    0.01995  217.96434    0.00000    0.79630    1.38254    0.99082
    7.01400  214.75687   21.00000  213.05443    0.00793  217.97527    0.01040    1.05309    0.71935    0.76681
    7.01680  214.77043   21.00000  217.68648   -0.01358  217.98616    0.00000    1.02539    1.00735    0.91457
    7.01960  214.78404   21.00000  211.79320    0.01392  217.99713   -0.01039    0.88041    0.81669    0.87861
    7.02240  214.79762   21.00000  207.94490    0.03190  218.00800    0.00000    0.84325    1.01126    0.68034
    7.02520  214.81111   21.00000  212.35728    0.01142  218.01880    0.00000    0.90440    1.10758    0.90029
    7.02800  214.82454   21.00000  218.85440   -0.01876  218.02966    0.01039    0.86044    0.91835    0.81669
    7.03080  214.83806   21.00000  214.40280    0.00203  218.04050   -0.01039    0.96450    0.89865    1.01577
    7.03360  214.85164   21.00000  213.14685    0.00793  218.05136    0.01039    1.01697    0.91934    1.21184
    7.03640  214.86516   21.00000  213.43387    0.00666  218.06224    0.01039    0.94309    0.85962    0.83466
    7.03920  214.87854   21.00000  220.07555   -0.02419  218.07298   -0.01039    1.12447    0.99563    0.93823
    7.04200  214.89201   21.00000  217.13469   -0.01044  218.08380   -0.01039    0.96451    1.02275    0.94571
    7.04480  214.90546   21.00000  215.06628   -0.00075  218.09453    0.00000    1.25239    0.98638    0.84733
    7.04760  214.91881   21.00000  216.00449   -0.00505  218.10530   -0.01038    0.65737    0.82869    0.92070
    7.05040  214.93234   21.00000  214.68918    0.00113  218.11610    0.00000    1.08254    1.10105    0.72469
    7.05320  214.94568   21.00000  217.07874   -0.00992  218.12679    0.00000    1.05699    0.94872    0.89978
    7.05600  214.95912   21.00000  214.18922    0.00358  218.13753    0.00000    0.86021    1.14245    0.86952
    7.05880  214.97240   21.00000  213.83022    0.00531  218.14825   -0.01038    1.05204    0.84196    0.75353
    7.06160  214.98567   21.00000  218.60995   -0.01686  218.15886    0.00000    0.92018    1.10242    1.08147
    7.06440  214.99915   21.00000  214.16211    0.00389  218.16965   -0.01038    0.86707    1.25908    1.02226
    7.06720  215.01239   21.00000  218.53111   -0.01637  218.18030   -0.01038    1.19261    0.72012    0.70607
    7.07000  215.02580   21.00000  214.23050    0.00370  218.19095    0.01038    0.78654    0.83408    1.03786
    7.07280  215.03903   21.00000  212.38522    0.01234  218.20155    0.00000    0.84281    0.93500    1.01769
    7.07560  215.05229   21.00000  212.63509    0.01124  218.21213    0.00000    1.04187    1.05749    0.95899
    7.07840  215.06555   21.00000  213.31058    0.00816  218.22278    0.00000    1.19225    1.15889    0.99209
    7.08120  215.07875   21.00000  210.18050    0.02277  218.23337   -0.01037    0.93681    0.84001    1.06198
    7.08400  215.09206   21.00000  218.17676   -0.01434  218.24402   -0.01037    0.98226    0.72419    0.99644
    7.08680  215.10529   21.00000  217.68758   -0.01200  218.25458    0.01037    1.03207    0.72621    0.72079
    7.08960  215.11838   21.00000  213.15593    0.00912  218.26511    0.00000    0.85554    1.05160    0.86283
    7.09240  215.13158   21.00000  218.97581   -0.01787  218.27563    0.00000    0.91740    0.90944    0.96861
    7.09520  215.14479   21.00000  213.44669    0.00789  218.28619    0.01037    0.81428    0.83967    0.89603
    7.09800  215.15799   21.00000  216.84322   -0.00783  218.29675    0.01037    0.94229    0.98008    1.03430
    7.10080  215.17117   21.00000  214.76550    0.00189  218.30728    0.01037    0.98688    1.12506    0.92484
    7.10360  215.18431   21.00000  218.05046   -0.01332  218.31773    0.00000    0.84401    0.93941    0.83950
    7.10640  215.19727   21.00000  217.72777   -0.01176  218.32812    0.00000    0.81834    0.97333    1.03788
    7.10920  215.21040   21.00000  219.65660   -0.02066  218.33864    0.01036    1.03396    1.22189    1.00950
    7.11200  215.22354   21.00000  214.96387    0.00121  218.34908   -0.01036    0.95755    0.77487    0.83065
    7.11480  215.23663   21.00000  218.06454   -0.01314  218.35956    0.00000    0.97282    0.91459    1.10545
    7.11760  215.24963   21.00000  217.27512   -0.00941  218.36996    0.01036    0.93801    1.10562    0.92497
    7.12040  215.26274   21.00000  217.57050   -0.01072  218.38037    0.01036    0.77090    0.70371    1.04544
    7.12320  215.27571   21.00000  213.65886    0.00751  218.39078    0.00000    0.87398    1.01656    0.74316
    7.12600  215.28876   21.00000  210.05353    0.02432  218.40112    0.00000    1.19209    0.78068    0.76620
    7.12880  215.30173   21.00000  220.67680   -0.02497  218.41153    0.01036    0.97966    1.11709    0.89395
    7.13160  215.31480   21.00000  216.23642   -0.00428  218.42194    0.00000    1.00480    0.95966    0.95648
    7.13440  215.32764   21.00000  217.32941   -0.00930  218.43221    0.01035    0.88366    0.96275    1.15093
    7.13720  215.34068   21.00000  215.61612   -0.00128  218.44255    0.00000    0.81566    1.09342    1.10714
    7.14000  215.35361   21.00000  212.24951    0.01441  218.45288    0.00000    0.96520    0.96343    1.00449
    7.14280  215.36647   21.00000  214.38411    0.00456  218.46315    0.00000    1.10179    1.06803    0.92118
    7.14560  215.37939   21.00000  215.06149    0.00148  218.47348    0.01035    0.75438    0.82968    0.78606
    7.14840  215.39235   21.00000  215.95552   -0.00261  218.48372    0.01035    1.12649    0.75541    0.84018
    7.15120  215.40515   21.00000  216.37859   -0.00452  218.49399   -0.01035    0.79647    0.66458    1.03583
    7.15400  215.41806   21.00000  213.92810    0.00692  218.50423    0.01035    0.81140    0.89427    0.99339
    7.15680  215.43089   21.00000  217.30099   -0.00868  218.51447    0.00000    0.97446    0.90097    0.79066
    7.15960  215.44373   21.00000  216.88623   -0.00670  218.52473    0.01034    0.99737    1.05108    1.13158
    7.16240  215.45651   21.00000  215.21964    0.00110  218.53488    0.01034    1.03997    0.65913    0.83972
    7.16520  215.46936   21.00000  216.03532   -0.00263  218.54515    0.00000    0.64747    1.06288    1.10546
    7.16800  215.48215   21.00000  214.95122    0.00246  218.55528   -0.01034    0.98617    0.80211    1.10346
    7.17080  215.49493   21.00000  216.10249   -0.00282  218.56541    0.00000    1.05947    0.92194    1.09202
    7.17360  215.50774   21.00000  212.01639    0.01620  218.57565   -0.01034    0.92422    1.20720    1.03740
    7.17640  215.52055   21.00000  216.64754   -0.00523  218.58582    0.00000    0.85433    0.78768    0.95343
    7.17920  215.53325   21.00000  220.63356   -0.02366  218.59593    0.00000    0.81555    0.77426    1.09854
    7.18200  215.54597   21.00000  214.17406    0.00636  218.60611   -0.01034    1.01338    1.00696    0.63496
    7.18480  215.55862   21.00000  215.09494    0.00215  218.61607    0.00000    1.03239    0.82482    1.21287
