  rad  n_part V_c    Disp: rad   Z         phikappa Omega Q  <Vphi>  ASYMD  
  0.7504   21   91.75   35.61    28.83    31.20     2.94     1.68       1.20      89.63      19.61      49.71
  0.7532   22   91.93   35.64    28.82    31.22     2.94     1.68       1.20      89.79      19.69      49.84
  0.7560   22   92.11   35.67    28.80    31.24     2.93     1.67       1.20      89.96      19.77      49.97
  0.7588   22   92.29   35.70    28.79    31.26     2.93     1.67       1.20      90.13      19.85      50.10
  0.7616   22   92.47   35.72    28.77    31.29     2.92     1.67       1.20      90.30      19.92      50.24
  0.7644   22   92.66   35.75    28.76    31.31     2.92     1.67       1.20      90.47      20.00      50.37
  0.7672   22   92.84   35.78    28.75    31.33     2.91     1.66       1.20      90.64      20.08      50.50
  0.7700   22   93.02   35.80    28.73    31.35     2.91     1.66       1.20      90.81      20.15      50.63
  0.7728   22   93.20   35.83    28.72    31.37     2.90     1.66       1.20      90.97      20.23      50.76
  0.7756   22   93.38   35.86    28.70    31.40     2.90     1.65       1.20      91.14      20.30      50.89
  0.7784   22   93.55   35.88    28.69    31.42     2.89     1.65       1.20      91.31      20.38      51.02
  0.7812   22   93.73   35.91    28.67    31.44     2.89     1.65       1.20      91.47      20.46      51.15
  0.7840   22   93.91   35.93    28.66    31.46     2.88     1.65       1.20      91.64      20.53      51.28
  0.7868   22   94.09   35.96    28.65    31.48     2.88     1.64       1.20      91.81      20.61      51.41
  0.7896   22   94.27   35.99    28.63    31.50     2.87     1.64       1.20      91.97      20.68      51.54
  0.7924   22   94.45   36.01    28.62    31.52     2.87     1.64       1.20      92.14      20.76      51.67
  0.7952   22   94.62   36.04    28.60    31.54     2.86     1.64       1.20      92.30      20.83      51.80
  0.7980   22   94.80   36.06    28.59    31.56     2.86     1.63       1.20      92.47      20.91      51.93
  0.8008   23   94.98   36.09    28.57    31.58     2.85     1.63       1.20      92.63      20.98      52.06
